meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min
Mind Rice,Thai,Breakfast,Low-Carb,985,42.6,119.0,2.7,27.6,22.1,1476,30,460,Steamed,45,54
Role Sandwich,Indian,Lunch,Low-Carb,794,70.3,97.9,42.0,17.1,9.6,782,276,110,Roasted,25,117
It Soup,Indian,Dinner,Keto,1151,27.4,108.7,18.2,6.6,13.9,1859,24,176,Raw,31,88
Office Sandwich,Thai,Snack,Low-Carb,455,64.7,22.4,48.9,23.6,12.7,2090,289,325,Roasted,46,64
Line Stew,Mediterranean,Dinner,Low-Carb,722,32.4,19.6,14.4,4.0,37.5,2071,300,155,Raw,7,66
High Soup,Thai,Breakfast,Paleo,297,78.8,5.6,4.7,18.3,47.6,1159,79,240,Boiled,10,119
Country Wrap,Italian,Lunch,Vegetarian,152,58.1,23.4,46.9,7.7,44.1,1710,102,163,Baked,28,51
Project Salad,Chinese,Snack,Balanced,293,8.0,34.0,45.0,13.9,26.8,699,279,290,Grilled,21,119
Same Salad,Chinese,Snack,Keto,322,71.3,18.5,4.0,24.2,42.6,396,294,252,Grilled,44,113
Likely Sandwich,Thai,Lunch,Balanced,185,72.1,95.2,23.8,15.7,0.4,1608,40,153,Boiled,57,52
Might Rice,American,Breakfast,Vegan,336,8.4,108.8,28.7,7.6,29.6,1616,156,223,Boiled,29,23
Need Soup,Indian,Breakfast,Low-Carb,875,77.9,59.7,27.0,15.5,0.9,53,237,209,Steamed,46,52
Energy Stew,American,Breakfast,Low-Carb,1176,44.4,141.6,19.2,15.3,39.3,431,194,142,Grilled,16,6
Outside Pasta,Chinese,Dinner,Low-Carb,413,44.7,123.7,46.8,4.0,6.2,1003,198,214,Steamed,49,5
Late Stew,Japanese,Lunch,Balanced,200,69.6,18.6,5.6,14.5,18.5,1310,251,192,Grilled,51,117
Key Stew,Chinese,Breakfast,Keto,635,48.6,47.4,24.1,6.9,2.1,1088,38,472,Raw,7,82
Not Stew,Italian,Breakfast,Paleo,478,24.2,68.5,33.5,15.1,16.1,249,282,456,Steamed,40,102
Half Curry,Italian,Breakfast,Balanced,703,16.7,49.0,10.6,12.5,30.2,1484,235,289,Boiled,49,48
Simply Sandwich,American,Dinner,Balanced,462,62.1,98.3,33.4,13.6,5.4,1003,38,342,Raw,37,29
Trip Wrap,Thai,Lunch,Vegetarian,848,66.5,101.4,40.0,8.9,44.2,2234,251,400,Steamed,46,90
Majority Rice,Italian,Lunch,Low-Carb,922,29.3,130.3,14.8,29.8,9.6,1781,291,337,Grilled,10,8
Where Sandwich,Mexican,Breakfast,Low-Carb,277,12.2,103.5,15.0,4.2,3.7,1151,236,338,Grilled,31,32
Turn Curry,Indian,Dinner,Paleo,1093,76.0,138.9,6.0,17.8,39.6,2255,163,430,Steamed,54,22
Picture Curry,Mexican,Breakfast,Balanced,168,29.8,4.0,23.1,1.4,34.9,1477,206,165,Raw,9,63
Role Pasta,Indian,Snack,Vegan,1069,66.0,71.7,7.0,20.6,42.0,2388,23,475,Roasted,25,32
Peace Wrap,Thai,Snack,Keto,1112,41.6,26.3,57.0,13.0,27.8,197,184,198,Boiled,31,50
Individual Curry,Thai,Breakfast,Low-Carb,808,75.4,137.0,45.5,4.3,32.4,758,15,283,Raw,20,84
Simple Wrap,Mediterranean,Dinner,Vegan,1152,51.5,98.3,59.3,10.3,25.0,604,60,134,Grilled,44,119
Suffer Pasta,Chinese,Lunch,Keto,691,72.9,87.8,48.3,18.9,41.9,1100,145,178,Baked,25,12
Beyond Stew,Mediterranean,Dinner,Balanced,1182,35.9,109.5,52.5,10.8,8.1,64,29,224,Steamed,5,120
Shake Stew,American,Lunch,Vegetarian,1080,74.8,149.5,23.1,2.5,33.2,331,249,208,Raw,54,19
Character Curry,Japanese,Lunch,Low-Carb,536,36.6,127.4,31.1,20.2,8.1,1858,29,440,Fried,49,61
Agree Salad,Chinese,Dinner,Keto,233,75.3,67.5,53.5,12.4,9.7,280,44,238,Steamed,5,66
Have Stew,Mediterranean,Dinner,Vegetarian,835,47.5,43.2,43.3,16.5,25.8,804,211,108,Raw,53,88
Spring Rice,Italian,Dinner,Paleo,180,48.3,5.2,53.6,18.4,17.4,553,267,399,Raw,47,118
Wish Salad,Mexican,Lunch,Vegetarian,914,69.8,88.7,49.4,23.6,0.7,1880,105,493,Fried,22,63
Rather Salad,Mexican,Lunch,Keto,776,47.7,10.1,59.1,8.5,14.1,1161,194,282,Fried,35,8
Now Rice,Mediterranean,Snack,Vegan,549,55.1,49.9,38.4,6.4,32.1,2460,285,175,Steamed,23,48
Hotel Pasta,American,Dinner,Paleo,1132,69.1,128.9,20.5,27.9,26.3,1939,144,403,Grilled,30,89
Keep Wrap,Mediterranean,Lunch,Vegan,898,59.7,147.8,19.3,3.8,15.6,1059,2,388,Raw,56,40
Reflect Soup,Japanese,Breakfast,Keto,548,9.6,108.5,34.9,14.7,32.5,2291,218,317,Roasted,35,102
Item Rice,Italian,Snack,Vegan,227,33.6,6.6,13.5,29.1,20.6,2089,280,427,Baked,26,56
Another Wrap,Japanese,Breakfast,Paleo,145,72.5,78.9,27.3,13.9,13.4,1702,204,478,Roasted,37,64
With Pasta,Mediterranean,Lunch,Vegetarian,383,69.3,110.5,58.1,15.3,27.5,1416,206,464,Baked,51,106
Standard Salad,Mexican,Lunch,Vegetarian,741,5.2,76.0,44.6,18.2,3.8,1880,261,344,Steamed,60,32
Old Curry,Indian,Dinner,Keto,701,38.8,83.3,25.1,12.9,46.3,675,261,215,Fried,5,80
Relationship Pasta,Italian,Breakfast,Vegetarian,479,79.3,15.0,42.9,27.4,11.9,2015,289,421,Steamed,25,91
Stage Stew,Indian,Breakfast,Vegan,591,75.2,146.3,27.5,18.0,26.0,1012,105,402,Raw,7,32
Rich Pasta,American,Dinner,Vegan,928,78.1,66.7,11.4,5.2,6.2,213,276,305,Grilled,42,93
International Stew,American,Breakfast,Vegan,879,12.1,0.3,25.6,21.5,9.6,1287,229,114,Steamed,22,92
Very Pasta,Mediterranean,Lunch,Vegan,1025,63.7,138.1,36.1,26.2,14.1,479,146,396,Steamed,18,91
Congress Soup,Japanese,Dinner,Vegetarian,791,29.9,26.3,54.4,22.6,4.9,781,31,183,Boiled,17,62
Know Soup,Mexican,Breakfast,Keto,780,47.2,138.7,33.1,19.9,48.0,652,142,423,Raw,7,80
High Pasta,Thai,Lunch,Keto,1146,48.1,71.6,26.0,14.1,24.2,1617,106,272,Roasted,16,32
Level Stew,Chinese,Snack,Balanced,737,54.6,7.1,20.9,20.7,43.6,2356,210,107,Roasted,8,101
Person Wrap,Chinese,Lunch,Paleo,274,35.6,56.4,54.3,4.1,40.6,141,264,459,Grilled,30,105
Assume Wrap,Chinese,Dinner,Paleo,683,65.2,127.5,25.3,5.9,20.8,2312,61,355,Steamed,53,58
How Soup,Chinese,Lunch,Balanced,1021,53.9,49.6,28.5,16.7,41.9,2399,229,171,Fried,28,51
Be Wrap,Mexican,Snack,Vegetarian,563,50.3,20.1,9.7,12.3,39.0,338,296,161,Fried,50,106
Its Sandwich,Indian,Snack,Vegetarian,309,72.7,43.5,57.1,18.4,26.5,1878,267,291,Fried,54,62
Wish Rice,Italian,Snack,Low-Carb,344,46.6,114.1,21.7,20.8,1.4,825,107,266,Baked,20,102
Because Wrap,Indian,Dinner,Low-Carb,939,35.1,109.1,24.6,25.5,3.8,2333,241,201,Boiled,41,63
Whom Rice,Japanese,Snack,Low-Carb,485,42.9,70.0,10.0,1.3,3.0,215,115,478,Boiled,33,78
Discussion Salad,Japanese,Lunch,Vegetarian,726,68.3,65.7,25.0,4.2,39.5,2271,164,304,Steamed,57,5
Since Pasta,Indian,Snack,Low-Carb,965,79.4,51.7,41.4,29.9,12.7,2347,229,190,Fried,52,18
Certainly Soup,Thai,Snack,Vegetarian,220,37.6,91.3,46.8,16.0,32.7,1285,45,452,Steamed,26,8
Claim Sandwich,Japanese,Snack,Vegetarian,528,57.0,126.8,6.8,5.6,42.3,817,74,170,Boiled,33,57
Shoulder Curry,Mexican,Lunch,Keto,873,31.5,91.1,29.5,5.8,32.4,1345,191,162,Fried,10,53
Life Rice,Indian,Dinner,Paleo,129,24.6,91.6,20.3,1.8,18.7,1822,106,312,Fried,14,25
Spring Pasta,Mexican,Lunch,Paleo,1121,38.0,19.0,2.3,13.9,23.3,896,81,481,Fried,13,34
Address Rice,Italian,Breakfast,Balanced,469,55.2,60.4,18.4,2.3,8.1,342,92,268,Raw,60,119
Remain Pasta,American,Snack,Vegetarian,213,24.7,130.8,26.9,5.5,36.6,905,15,377,Baked,46,86
Most Pasta,Italian,Dinner,Keto,487,6.4,59.2,33.0,4.0,35.9,1478,111,404,Raw,54,66
Spring Soup,Japanese,Dinner,Vegetarian,1091,50.7,91.4,55.4,28.8,24.1,521,47,148,Steamed,57,98
Subject Wrap,Italian,Lunch,Keto,1182,73.1,57.5,35.1,26.4,41.0,1003,232,448,Boiled,35,117
Writer Rice,Mexican,Dinner,Keto,248,28.4,118.7,17.5,14.4,37.9,1456,203,270,Baked,47,82
Member Salad,Chinese,Breakfast,Keto,893,46.6,103.7,46.8,23.8,4.1,646,39,210,Boiled,26,54
Day Rice,Thai,Dinner,Low-Carb,501,19.7,44.4,26.6,22.7,2.3,1858,279,389,Raw,5,57
Community Stew,Italian,Dinner,Balanced,275,25.1,74.0,0.5,9.7,24.6,1827,126,277,Grilled,34,12
Remember Pasta,Mediterranean,Lunch,Vegetarian,225,73.2,118.2,12.8,12.4,6.7,983,286,215,Roasted,33,21
Serious Salad,Indian,Snack,Balanced,1176,72.7,55.3,31.8,13.6,20.6,1510,27,373,Fried,50,95
Course Rice,Chinese,Snack,Vegan,119,35.5,118.4,58.6,10.9,49.9,1344,84,239,Boiled,22,55
Matter Curry,Thai,Snack,Vegan,538,8.0,102.1,8.7,14.4,20.3,2352,245,331,Fried,58,15
Remember Pasta,Mexican,Dinner,Balanced,1082,61.9,81.9,14.9,12.9,23.1,1501,109,480,Boiled,30,34
Year Curry,Mediterranean,Breakfast,Paleo,784,68.7,119.0,21.4,22.0,37.7,2117,73,245,Boiled,18,42
Brother Curry,American,Lunch,Vegetarian,1135,63.3,126.9,36.8,3.9,30.1,1115,286,347,Baked,41,117
Throw Pasta,Chinese,Dinner,Balanced,282,56.9,6.5,36.3,29.0,39.2,360,221,334,Boiled,45,110
Call Rice,Japanese,Breakfast,Vegan,950,79.4,14.7,5.2,9.7,9.1,2294,242,291,Raw,53,79
At Sandwich,Mexican,Breakfast,Low-Carb,102,68.5,10.2,43.6,20.2,36.3,678,15,173,Grilled,60,46
Happen Soup,Mediterranean,Snack,Keto,545,12.6,96.3,9.8,17.1,16.0,233,146,124,Roasted,57,117
Catch Stew,Indian,Snack,Low-Carb,491,33.6,62.1,53.2,5.0,11.2,1371,256,114,Fried,59,101
Once Sandwich,Italian,Lunch,Vegetarian,880,71.2,69.7,1.5,28.9,38.4,2123,139,231,Steamed,52,56
Support Rice,Thai,Snack,Paleo,983,54.3,88.9,48.4,16.9,25.3,74,199,325,Raw,7,44
Use Pasta,Thai,Breakfast,Balanced,384,49.6,92.6,17.4,5.3,25.7,497,28,486,Fried,37,103
Wish Wrap,Japanese,Snack,Keto,742,49.4,115.0,25.3,9.9,43.7,1362,235,455,Raw,48,112
Feel Stew,Thai,Snack,Balanced,181,54.0,95.4,58.1,10.4,41.8,1922,249,163,Boiled,37,10
Deep Stew,Mexican,Breakfast,Vegan,255,18.3,145.9,36.9,4.6,31.2,1696,201,293,Boiled,11,99
Late Soup,Chinese,Dinner,Vegetarian,979,73.3,138.5,2.6,4.0,10.0,744,195,407,Fried,6,43
Receive Rice,Indian,Snack,Vegetarian,494,59.4,99.4,15.8,4.1,19.6,415,231,234,Baked,30,43
Institution Curry,Indian,Snack,Vegetarian,140,72.3,104.8,44.5,0.9,13.9,2396,230,322,Raw,35,59
Practice Rice,Thai,Lunch,Low-Carb,372,52.6,126.3,59.3,8.2,28.7,1300,262,321,Baked,41,98
Capital Wrap,Mexican,Lunch,Vegan,910,70.0,37.6,37.3,27.5,9.8,1979,215,251,Raw,24,36
Safe Rice,Mexican,Dinner,Paleo,372,62.9,27.0,51.2,8.0,0.4,1317,48,360,Boiled,31,74
Tax Rice,American,Dinner,Balanced,301,35.5,48.0,43.6,23.1,31.0,1439,5,255,Baked,50,27
Feel Salad,Japanese,Dinner,Keto,1160,44.1,42.0,31.2,3.8,3.5,2249,275,166,Steamed,39,59
Hour Sandwich,Thai,Breakfast,Vegetarian,1107,56.7,29.6,36.3,22.8,38.1,1502,243,203,Baked,59,115
Police Curry,Indian,Lunch,Vegan,1033,8.4,120.1,21.4,28.3,4.6,1762,86,487,Steamed,35,83
Treatment Wrap,Indian,Dinner,Paleo,842,56.6,123.4,13.4,15.7,36.6,1620,283,209,Steamed,18,66
Particular Salad,Thai,Lunch,Balanced,395,6.6,54.8,46.9,18.0,12.0,897,226,108,Boiled,5,19
Military Stew,Thai,Lunch,Keto,1038,31.0,65.1,54.5,5.3,16.3,2082,235,348,Grilled,36,83
Area Salad,Chinese,Lunch,Vegan,840,60.0,64.8,50.2,10.4,5.8,2096,129,366,Roasted,53,92
Bag Sandwich,Mexican,Breakfast,Vegan,849,47.2,125.0,25.6,13.7,40.9,1572,182,448,Grilled,53,68
Contain Stew,Indian,Breakfast,Low-Carb,146,29.6,32.3,17.1,14.7,24.1,2450,14,275,Raw,59,29
Ok Wrap,American,Dinner,Paleo,1117,78.3,46.5,20.9,19.1,35.9,1618,109,269,Boiled,16,82
Father Stew,Italian,Lunch,Balanced,845,74.8,93.3,15.4,21.5,38.8,546,286,478,Roasted,53,105
Southern Stew,Mediterranean,Breakfast,Vegetarian,1057,77.0,7.6,36.5,20.1,49.5,108,88,244,Fried,41,119
Set Rice,Thai,Breakfast,Paleo,842,14.1,79.5,55.1,7.2,49.1,457,64,448,Boiled,59,46
Toward Rice,Chinese,Snack,Paleo,1200,22.3,51.8,20.9,20.1,14.9,818,53,343,Roasted,46,31
Smile Wrap,Mexican,Dinner,Vegetarian,899,20.1,59.7,37.9,12.4,28.7,1107,40,113,Steamed,34,52
Force Salad,Japanese,Breakfast,Vegan,267,58.6,119.8,25.1,23.8,3.6,804,49,204,Boiled,42,19
Expert Salad,Italian,Snack,Vegan,659,61.1,136.9,29.3,26.7,0.5,301,97,152,Fried,38,75
Stock Curry,Indian,Lunch,Paleo,772,6.0,85.4,59.9,5.6,28.0,1530,272,171,Roasted,19,62
Understand Curry,Chinese,Dinner,Vegan,432,43.3,81.7,12.3,15.0,10.1,1573,246,247,Baked,56,13
Rise Sandwich,Chinese,Dinner,Paleo,215,8.2,95.1,39.8,23.7,12.6,126,118,197,Steamed,13,109
Apply Pasta,American,Breakfast,Balanced,1029,57.4,136.6,1.7,3.4,46.6,1846,133,336,Roasted,18,31
Cultural Curry,Mediterranean,Dinner,Keto,612,16.7,122.0,39.3,10.8,45.0,834,142,334,Roasted,13,12
First Pasta,Chinese,Dinner,Paleo,323,19.7,31.2,56.4,24.9,41.3,2439,201,212,Steamed,56,16
Have Curry,Chinese,Dinner,Keto,1001,45.8,90.1,7.9,26.1,33.8,567,50,403,Fried,53,53
Environment Salad,Chinese,Lunch,Low-Carb,778,34.6,61.2,55.6,27.2,11.0,70,194,153,Steamed,30,80
Lot Wrap,Thai,Dinner,Vegan,284,6.0,107.6,56.8,6.6,20.3,2352,253,473,Steamed,11,77
Likely Stew,Indian,Snack,Balanced,727,23.8,12.4,35.8,10.6,13.4,1831,67,394,Fried,12,68
South Curry,Italian,Snack,Vegan,716,55.3,105.0,49.9,20.1,12.2,1916,190,479,Steamed,44,49
Day Wrap,Mediterranean,Snack,Vegetarian,1090,25.5,109.8,43.0,5.0,13.1,467,217,297,Steamed,28,104
Air Wrap,American,Lunch,Vegan,541,24.0,80.7,31.9,26.8,7.0,65,212,294,Baked,7,15
Cold Wrap,Mediterranean,Snack,Vegan,1013,62.9,12.2,28.1,2.1,24.3,710,183,470,Steamed,57,97
Thousand Rice,Italian,Snack,Paleo,162,34.1,101.3,57.7,25.2,43.5,1206,10,158,Grilled,20,116
Human Curry,Italian,Lunch,Vegetarian,1148,40.9,53.8,9.0,10.0,7.3,1648,171,250,Boiled,32,33
Car Rice,American,Breakfast,Vegan,1189,35.0,120.9,54.0,29.7,27.8,1450,142,288,Boiled,38,94
Group Rice,Chinese,Snack,Balanced,935,22.8,57.8,57.9,0.2,1.8,2421,13,301,Steamed,59,79
Agent Curry,Italian,Breakfast,Paleo,153,77.3,48.5,1.7,7.2,49.0,2063,125,358,Steamed,41,10
Can Sandwich,Thai,Breakfast,Low-Carb,620,57.9,108.3,34.7,25.1,31.4,1950,139,404,Fried,52,44
Risk Stew,Indian,Snack,Low-Carb,844,5.4,5.5,17.0,6.9,28.6,60,122,421,Baked,22,71
Political Pasta,Thai,Snack,Vegetarian,368,51.0,90.7,11.4,20.0,20.2,1658,142,186,Baked,34,53
Mrs Curry,Italian,Breakfast,Keto,137,60.3,54.6,2.3,2.0,20.0,1801,150,437,Steamed,6,113
Reality Soup,Japanese,Snack,Vegetarian,1184,33.8,106.6,35.8,14.0,11.9,1482,4,462,Raw,38,62
Effort Wrap,Mexican,Lunch,Paleo,283,70.5,141.6,53.6,19.0,5.0,2297,160,380,Roasted,27,111
Sell Salad,American,Lunch,Balanced,1035,50.9,50.0,8.0,27.1,28.8,1176,153,270,Steamed,53,102
Already Sandwich,Mexican,Lunch,Vegetarian,1072,30.8,70.9,55.5,26.4,6.6,183,56,401,Roasted,29,10
Case Pasta,Indian,Snack,Keto,1121,67.4,109.8,32.1,14.9,13.1,532,281,336,Raw,5,37
Once Sandwich,Chinese,Dinner,Balanced,317,54.8,36.0,11.6,18.0,39.5,1344,197,401,Raw,40,89
Hour Salad,Thai,Dinner,Paleo,335,77.3,26.5,38.4,0.9,29.6,262,214,155,Steamed,44,16
Moment Wrap,Indian,Snack,Balanced,193,29.5,79.5,16.3,14.3,33.6,2066,77,286,Roasted,55,88
Certainly Pasta,Indian,Breakfast,Vegan,537,38.6,137.0,42.9,20.7,46.0,824,1,154,Boiled,55,67
School Wrap,Mexican,Dinner,Keto,788,7.0,128.8,2.6,17.1,33.7,1625,255,369,Baked,34,55
Rather Pasta,American,Snack,Low-Carb,585,51.4,147.6,43.2,19.3,31.1,1854,292,314,Fried,29,73
Two Pasta,Japanese,Snack,Vegan,557,35.4,68.3,19.6,20.2,21.5,1949,208,483,Grilled,28,68
Future Sandwich,American,Breakfast,Vegetarian,944,23.4,130.5,41.5,17.7,14.4,1020,44,374,Steamed,38,92
Before Rice,American,Breakfast,Keto,777,74.0,5.8,27.6,2.7,46.7,2412,56,250,Raw,34,73
Morning Stew,Indian,Breakfast,Paleo,1074,20.0,110.9,30.2,26.7,14.1,1609,14,138,Boiled,29,64
Live Soup,Mexican,Snack,Keto,482,36.6,35.1,32.9,16.8,41.7,181,179,240,Boiled,42,37
Career Stew,Mediterranean,Dinner,Paleo,856,20.3,63.4,37.0,6.5,12.5,1836,273,489,Steamed,41,81
Thought Pasta,Mexican,Breakfast,Keto,304,7.9,55.2,29.8,9.7,2.0,2345,26,173,Steamed,50,41
Sort Pasta,Thai,Lunch,Vegetarian,1158,40.2,131.7,55.5,22.5,1.7,421,263,230,Baked,44,23
Lead Curry,Italian,Dinner,Keto,494,12.4,143.4,3.0,16.3,42.0,1630,8,127,Baked,10,106
Base Rice,Japanese,Lunch,Low-Carb,180,41.3,45.5,16.8,16.3,9.5,1560,203,148,Grilled,12,56
Although Salad,Mediterranean,Dinner,Paleo,636,28.6,123.0,9.1,13.0,7.6,1995,197,433,Boiled,20,23
Writer Salad,American,Snack,Low-Carb,1155,69.4,146.8,52.7,24.6,14.7,1925,124,298,Raw,25,102
Purpose Salad,Chinese,Dinner,Vegan,224,72.0,88.3,2.3,10.6,2.8,241,247,179,Boiled,14,39
Model Wrap,Mexican,Dinner,Paleo,196,67.4,129.9,42.2,15.1,9.5,138,49,425,Baked,22,105
Character Pasta,Chinese,Dinner,Vegan,367,14.7,20.0,20.1,7.1,28.9,194,216,306,Fried,30,54
Main Sandwich,Mediterranean,Lunch,Paleo,523,50.3,56.0,4.4,13.0,23.3,1813,188,475,Fried,5,67
Have Wrap,Indian,Dinner,Paleo,417,10.3,6.0,13.5,4.3,48.2,2223,14,110,Grilled,53,9
Recently Pasta,Mexican,Lunch,Low-Carb,569,61.1,98.8,26.7,2.7,25.0,605,228,460,Raw,10,33
Too Salad,Thai,Breakfast,Balanced,829,23.4,118.3,36.6,9.5,24.3,1517,119,143,Raw,45,70
Art Soup,Japanese,Dinner,Paleo,840,7.2,95.4,10.1,5.3,28.8,431,72,109,Fried,40,100
Fight Stew,Japanese,Snack,Low-Carb,680,54.2,93.6,58.6,29.7,0.7,1492,265,497,Baked,51,98
Note Wrap,Mediterranean,Dinner,Vegan,903,71.6,132.9,2.3,25.0,18.1,995,87,382,Roasted,44,45
Well Stew,Thai,Dinner,Vegetarian,565,50.9,78.3,8.9,9.9,5.2,805,231,122,Raw,29,11
Deep Pasta,American,Snack,Balanced,1066,56.2,99.6,5.5,25.5,34.0,2208,143,250,Steamed,55,53
Sport Stew,Italian,Lunch,Paleo,1093,40.1,0.2,49.4,19.2,27.3,960,257,317,Raw,24,25
Side Salad,Indian,Lunch,Paleo,328,41.8,99.7,9.2,25.6,4.8,80,62,408,Steamed,55,27
Country Sandwich,Chinese,Breakfast,Low-Carb,240,46.4,73.5,4.8,17.7,23.8,2345,33,224,Boiled,35,107
Maybe Salad,Mediterranean,Snack,Paleo,967,16.8,96.1,22.8,18.3,30.8,392,175,296,Boiled,10,46
Language Pasta,Thai,Breakfast,Paleo,1089,6.4,120.8,33.6,0.9,2.7,548,290,286,Raw,51,85
Personal Curry,Japanese,Breakfast,Keto,1136,22.7,36.9,53.7,6.6,23.3,1421,195,486,Fried,17,107
Eat Rice,American,Dinner,Vegetarian,342,72.0,52.2,27.3,28.8,12.4,1899,93,334,Fried,21,7
Apply Curry,Indian,Dinner,Balanced,216,51.4,9.0,58.5,11.3,22.7,1986,286,157,Grilled,33,57
They Salad,American,Snack,Balanced,1035,42.7,43.7,36.2,8.4,13.7,2019,191,186,Raw,56,100
Lot Pasta,Japanese,Breakfast,Keto,762,11.5,27.2,52.1,13.8,9.8,1264,247,357,Fried,27,14
Card Sandwich,Indian,Dinner,Keto,858,19.4,11.1,20.6,12.8,31.7,717,299,486,Boiled,8,51
Will Rice,Chinese,Breakfast,Vegan,375,26.3,142.9,11.7,25.8,15.2,1160,138,293,Steamed,36,59
Time Wrap,Mediterranean,Lunch,Balanced,1025,41.6,43.5,46.0,14.0,20.7,303,203,116,Fried,39,103
Learn Stew,Indian,Snack,Vegan,257,36.4,119.6,31.5,1.4,49.4,1648,99,456,Grilled,32,112
Huge Soup,Indian,Snack,Balanced,1166,40.2,139.5,3.4,20.4,43.7,871,100,372,Fried,42,14
Other Stew,Mexican,Breakfast,Vegan,463,43.8,4.8,41.9,28.3,41.1,895,239,446,Boiled,36,21
Now Pasta,Thai,Breakfast,Keto,222,37.2,26.4,15.7,4.9,44.7,613,62,114,Boiled,50,96
Go Rice,Japanese,Dinner,Balanced,818,48.8,34.3,33.9,28.0,36.6,358,229,108,Steamed,41,39
Reveal Pasta,Indian,Snack,Keto,1099,31.1,61.6,0.7,6.4,49.5,1307,94,496,Roasted,58,69
Coach Pasta,American,Dinner,Vegan,158,26.9,121.6,11.2,12.8,20.9,441,22,250,Raw,58,90
See Rice,American,Breakfast,Vegan,739,42.1,31.3,19.1,26.1,4.9,586,226,450,Fried,59,27
Data Curry,Mediterranean,Breakfast,Vegetarian,787,43.6,68.6,43.7,16.9,43.7,134,247,290,Raw,21,35
True Soup,Italian,Lunch,Vegetarian,153,14.7,110.6,45.6,9.3,39.2,610,156,100,Fried,52,49
Lay Sandwich,Mexican,Lunch,Balanced,158,39.1,131.0,42.7,2.6,4.0,1196,282,441,Roasted,60,108
Be Pasta,Mediterranean,Snack,Vegan,232,79.0,31.3,4.3,27.2,10.5,326,206,117,Fried,32,110
Thus Salad,Thai,Dinner,Vegetarian,408,70.3,107.4,41.9,14.8,45.2,1638,0,202,Roasted,36,65
News Rice,American,Snack,Vegetarian,552,66.9,47.2,25.1,17.6,13.3,2204,236,442,Steamed,48,57
Carry Pasta,Italian,Dinner,Balanced,632,45.5,57.4,36.8,29.1,46.9,376,3,230,Boiled,8,44
Available Rice,Thai,Dinner,Balanced,861,58.8,115.0,40.1,7.0,41.1,694,91,387,Baked,55,41
Under Sandwich,Thai,Breakfast,Paleo,207,78.0,75.3,2.4,2.6,46.3,1173,147,335,Fried,35,66
Policy Soup,Thai,Snack,Vegan,621,53.8,118.9,15.3,18.6,19.1,852,287,417,Boiled,34,91
At Wrap,Italian,Snack,Paleo,277,20.0,119.9,5.3,17.5,6.6,1270,240,140,Roasted,25,13
Official Sandwich,Thai,Breakfast,Keto,814,54.0,39.2,34.0,25.9,43.8,1970,183,486,Roasted,17,106
Story Soup,Thai,Dinner,Vegan,533,72.3,120.9,55.4,24.0,24.9,1321,286,487,Raw,25,6
Sister Salad,Mexican,Breakfast,Balanced,1175,9.4,97.5,34.3,15.2,41.0,1110,81,461,Baked,51,46
Audience Rice,Japanese,Breakfast,Keto,652,53.1,104.1,15.4,6.3,36.1,2360,100,463,Boiled,18,117
Measure Stew,Chinese,Lunch,Vegetarian,197,52.0,101.9,29.1,0.4,35.9,294,63,306,Roasted,23,64
Amount Pasta,Japanese,Lunch,Paleo,841,64.5,79.5,54.6,4.0,36.1,641,15,370,Raw,40,34
Whether Pasta,Mexican,Breakfast,Vegan,513,20.2,147.0,34.0,8.3,31.5,2123,253,375,Roasted,10,16
Including Pasta,Mediterranean,Lunch,Paleo,700,13.2,91.3,4.7,7.8,25.2,1193,84,384,Baked,42,68
Teach Rice,American,Lunch,Balanced,250,62.8,92.4,38.9,26.1,32.9,2250,86,237,Steamed,18,58
Blood Curry,Mexican,Snack,Paleo,1149,65.3,57.3,47.8,18.9,44.8,932,289,239,Fried,16,98
Score Sandwich,Indian,Lunch,Keto,439,50.3,85.9,10.2,8.7,39.6,1285,275,125,Raw,57,19
Police Sandwich,Chinese,Lunch,Paleo,1027,67.1,104.8,20.2,2.9,4.5,1082,117,223,Grilled,17,75
Law Stew,Chinese,Dinner,Vegetarian,708,76.8,52.1,34.9,27.3,43.5,2166,119,328,Baked,28,26
Finish Pasta,Italian,Breakfast,Paleo,1050,7.5,138.3,49.8,3.2,25.5,1524,79,422,Boiled,24,14
She Soup,Mediterranean,Snack,Paleo,1103,12.0,149.4,22.0,20.1,28.6,2000,105,359,Raw,10,68
Talk Wrap,Thai,Breakfast,Balanced,1185,47.4,1.2,11.4,29.5,45.7,1702,201,465,Fried,19,32
Billion Soup,Thai,Snack,Low-Carb,758,40.7,85.9,11.0,3.0,26.0,2347,238,171,Roasted,7,12
Ready Sandwich,Chinese,Lunch,Vegetarian,562,13.5,98.9,56.5,22.3,11.9,357,283,497,Grilled,22,76
Skin Soup,Thai,Breakfast,Paleo,450,28.3,120.7,28.9,11.8,28.1,1897,150,408,Steamed,32,83
Million Soup,Mediterranean,Snack,Low-Carb,868,18.8,125.7,34.8,11.0,12.1,1543,13,203,Raw,35,38
Price Rice,Mediterranean,Dinner,Balanced,593,10.6,18.8,32.2,12.2,14.4,1122,124,272,Baked,16,32
Popular Salad,Mediterranean,Breakfast,Vegan,1171,78.1,71.0,58.8,1.2,24.4,958,146,276,Roasted,9,100
Moment Wrap,Japanese,Snack,Paleo,1040,78.2,99.5,22.9,7.2,13.6,2271,253,414,Roasted,12,56
