,title,ingredients,directions,NER
1215,Roast Vegetable Salad,"[""1 small sweet potato (golden)"", ""1 small sweet potato (purple)"", ""1 small beetroot"", ""1 handful cherry tomatoes"", ""1 clove garlic"", ""200 g feta cheese"", ""1 handful walnuts""]","[""Roast potato, beetroot, garlic and tomatoes at ~180C for about 20 mins"", ""Place roast vegetables on bed of spinach and roquette, top with crumbled feta and walnuts and dress with balsamic vinegar and olive oil""]","[""handful walnuts"", ""handful cherry tomatoes"", ""beetroot"", ""clove garlic"", ""feta cheese"", ""sweet potato""]"
1216,Spinach Casserole 1,"[""4 pkg. frozen spinach"", ""1 1/2 pkg. Lipton onion soup"", ""1/2 lb. shredded Cheddar cheese"", ""3/4 c. sour cream (12 oz.)""]","[""Cook spinach; squeeze out excess water."", ""Mix together with other ingredients."", ""Cook 25 minutes at 350\u00b0 in lightly covered casserole.""]","[""onion soup"", ""sour cream"", ""cheddar cheese"", ""frozen spinach""]"
1217,Ground Beef And Rice Casserole,"[""1 lb. ground beef"", ""4 Tbsp. soy sauce"", ""1 c. carrots"", ""1 c. celery"", ""1/2 c. onion"", ""1/2 c. rice"", ""1 c. water"", ""1 can mushroom soup"", ""1 can cream of chicken soup"", ""chow mein noodles""]","[""Combine beef, soy sauce, carrots, celery, onion, rice and water."", ""Steam for 15 minutes (add no salt)."", ""After steaming, add mushroom soup and cream of chicken soup."", ""Bake for 1 hour at 350\u00b0. Add chow mein noodles last 15 minutes.""]","[""cream of chicken soup"", ""soy sauce"", ""mein noodles"", ""onion"", ""mushroom soup"", ""water"", ""celery"", ""carrots"", ""rice"", ""ground beef""]"
1218,Sauteed Beef Tips with Shiitakes,"[""2 tablespoons olive oil"", ""1/2 pound beef tenderloin trimmings, cut into 1-inch cubes"", ""1 cup sliced Shiitake mushroom caps"", ""1/2 cup sliced shallots"", ""1 cup cleaned spinach leaves"", ""1/2 cup white wine"", ""3/4 cup veal stock"", ""1 tablespoon heavy cream"", ""1 tablespoon butter"", ""Salt and pepper"", ""Chopped parsley for garnish""]","[""Heat the oil in a large skillet."", ""Season the beef with salt and pepper, then sear it in the hot oil, making sure to brown it on all sides."", ""Add the mushrooms and shallots, toss, and continue to cook for 2 minutes."", ""Add the wine and reduce 1 minute."", ""Add the spinach and stock, reduce for 2 minutes."", ""Add cream, butter, and season with salt and pepper."", ""Garnish with parsley.""]","[""veal stock"", ""heavy cream"", ""tenderloin"", ""shallots"", ""white wine"", ""parsley"", ""shiitake"", ""butter"", ""olive oil"", ""salt""]"
1219,Apple Salad,"[""15 1/4 oz. can crushed pineapple (undrained)"", ""3/4 cup sugar"", ""1/3 cup plain flour"", ""1 stick margarine"", ""4 medium apples"", ""1 cup chopped nuts"", ""8 oz. cool whip""]","[""Cook pineapple, sugar and flour in pot until thick. when thickened and while still hot add 1 stick margarine."", ""Set aside. Let Cool."", ""Cut up 4 medium apples."", ""Put apples and 1 cup chopped nuts into pineapple mixture."", ""Top with medium container of cool whip (8 oz. size).""]","[""sugar"", ""cool whip"", ""flour"", ""nuts"", ""margarine"", ""apples"", ""pineapple""]"
1220,Mexican Corn Bread,"[""1 lb. ground meat"", ""1 lg. onion (chopped)"", ""4 jalapeno peppers (chopped)"", ""1 c. corn meal"", ""2 eggs (well beaten)"", ""1 can cream style corn"", ""1 c. milk"", ""1/2 c. bacon drippings"", ""1/2 tsp. baking soda"", ""3/4 tsp. salt"", ""1/2 lb. cheese""]","[""Brown meat, onions and peppers."", ""Set aside."", ""Mix rest of ingredients together."", ""Put 1/2 of corn meal mixture into well greased iron skillet."", ""Then pour meat mixture on top."", ""Pour remaining corn meal mixture."", ""Top with grated cheese."", ""Bake at 350 degrees for 45 minutes.""]","[""bacon"", ""corn meal"", ""eggs"", ""baking soda"", ""peppers"", ""onion"", ""cream style corn"", ""cheese"", ""milk"", ""ground meat"", ""salt""]"
1221,Chicago Dog,"[""1 OSCAR MAYER Beef Frank"", ""1 hot dog bun"", ""1 tsp."", ""2 cucumber slices, cut lengthwise"", ""1 Tbsp. EACH: chopped green pepper green pepper, chopped onions, and diced celery"", ""1 Tbsp. sweet pickle relish"", ""1/4 cup shredded lettuce"", ""1/4 cup diced tomatoes King Sooper's 1 lb For $0.99 thru 02/09""]","[""Heat frank according to package directions and place in hot dog bun."", ""Drizzle mustard over frank."", ""Place cucumber slices on either side of frank."", ""Top with peppers, pickle relish, onions, celery, lettuce and tomatoes.""]","[""tomatoes"", ""shredded lettuce"", ""hot dog bun"", ""cucumber"", ""sweet pickle relish"", ""green pepper""]"
1222,Gingerbread Christmas Cards,"[""1-1/3 cups packed brown sugar"", ""1-1/3 cups molasses"", ""2 cups cold butter, cubed"", ""2 large eggs, lightly beaten"", ""8 cups all-purpose flour"", ""3 tablespoons ground ginger"", ""2 tablespoons ground cinnamon"", ""4 teaspoons baking soda"", ""2 teaspoons ground allspice"", ""2 teaspoons ground cloves"", ""1 teaspoon salt"", ""1 teaspoon ground cardamom"", ""3-3/4 cups confectioners' sugar"", ""3 tablespoons meringue powder"", ""5 tablespoons warm water"", ""Edible food writing pens, optional""]","[""In a large saucepan over medium heat, bring brown sugar and molasses just to a boil, stirring constantly. Remove from the heat; stir in butter until melted. Stir in eggs until blended. Combine the remaining dough ingredients; stir into brown sugar mixture. Divide dough into four portions. Refrigerate 30 minutes or until firm enough to roll."", ""Preheat oven to 325\u00b0. On a lightly floured surface, roll out each portion to 1/8-in. thickness. Cut with a floured 3x5-in. rectangle-shaped cookie cutter. Place 2 in. apart on greased"", "". Bake until set, about 10-12 minutes. Remove to wire racks to cool."", ""For icing, in a large bowl, combine confectioners' sugar, meringue powder and water; beat on low speed just until combined. Beat on high for 4-5 minutes or until stiff peaks form. Add additional water as necessary to achieve desired consistency. Keep icing covered at all times with a damp cloth. If necessary, beat again on high speed to restore texture."", ""Frost cookies and let dry completely. Decorate cookies as desired using edible writing pens.""]","[""sugar"", ""food writing pens"", ""brown sugar"", ""molasses"", ""eggs"", ""cold butter"", ""baking soda"", ""ground cloves"", ""meringue powder"", ""flour"", ""ground cardamom"", ""ground allspice"", ""water"", ""ground ginger"", ""ground cinnamon"", ""salt""]"
1223,Chicken And Shrimp Stir-Fry,"[""1 bag Oriental vegetables and noodles or rice (if preferred) and soy sauce"", ""1 bag cooked shrimp"", ""1 pkg. boneless chicken breasts"", ""2 Tbsp. margarine""]","[""Boil Oriental noodles and vegetables in a pot."", ""Cut chicken breasts in small strips."", ""Saute chicken and shrimp in margarine in a skillet."", ""Cook on medium or until chicken strips are done. After meat has simmered, mix it with Oriental noodles and vegetables or pour on top of rice and add soy sauce.""]","[""shrimp"", ""margarine"", ""chicken breasts"", ""vegetables""]"
1224,Dijon Tarragon And Balsamic Blueberry Chicken Salad,"[""4 ounces grilled chicken breast, chopped"", ""1 cup fresh blueberries"", ""2 teaspoons Dijon mustard"", ""2 teaspoons fig balsamic vinegar"", ""1 tablespoon extra virgin olive oil"", ""1 tablespoon fresh tarragon"", ""1/2 cup steamed asparagus"", ""2 cups fresh baby spinach leaves"", ""sea salt and pepper""]","[""Combine the mustard, vinegar, and oil with almost all the fresh tarragon and a dash of salt in pepper."", ""tir or shake in a jar to combine and emulsify a bit. Carefully stir into the blueberries and chicken, careful not to bruise or pierce the berries to create a purple blue massacre."", ""Once the \""chicken salad\"" is set, gently toss with the asparagus and spinach and add the remaining tarragon and salt and pepper.""]","[""fresh baby spinach leaves"", ""extra virgin olive oil"", ""fresh blueberries"", ""chicken breast"", ""balsamic vinegar"", ""tarragon"", ""steamed asparagus"", ""mustard"", ""salt""]"
1225,Easy Cookies,"[""1/2 c. margarine"", ""1/2 c. Crisco"", ""1 1/2 c. sugar"", ""2 eggs"", ""2 3/4 c. flour"", ""2 Tbsp. sugar"", ""2 tsp. cinnamon""]","[""Cream butter, shortening, sugar and eggs."", ""After mixed well, add flour gradually."", ""Roll into balls."", ""Place on ungreased cookie sheet and bake at 400\u00b0 until golden."", ""Bake longer for crisp cookies.""]","[""sugar"", ""crisco"", ""eggs"", ""cinnamon"", ""flour"", ""margarine""]"
1226,Jalapeno Cornbread,"[""1 1/2 c. cornmeal (self-rising)"", ""1/2 c. self-rising flour"", ""1 egg"", ""6 Tbsp. nonfat sour cream"", ""1 (16 oz.) can cream-style corn"", ""1 (7 oz.) jar jalapeno relish (use only 1/2 can)""]","[""Heat 10-inch cast-iron skillet in 400\u00b0 oven for five minutes. Combine all ingredients, stirring until moistened."", ""Remove skillet from oven and coat with vegetable cooking spray."", ""Pour batter into hot skillet."", ""Bake at 400\u00b0 for 25 minutes or until done.""]","[""nonfat sour cream"", ""egg"", ""jalapeno relish"", ""flour"", ""cornmeal"", ""cream-style""]"
1227,Stir-Fried Noodles and Beef,"[""4 medium dried black mushrooms"", ""1 lb beef sirloin (boneless) or 1 lb round steak (boneless)"", ""1 tablespoon vegetable oil"", ""1 teaspoon cornstarch"", ""12 teaspoon light soy sauce"", ""1 dash white pepper"", ""1 (6 ounce) package noodles (rice stick)"", ""12 ounces bean sprouts"", ""4 ounces pea pods"", ""2 green onions (with tops)"", ""3 tablespoons vegetable oil"", ""1 teaspoon gingerroot, finely chopped"", ""1 teaspoon garlic, finely chopped"", ""2 tablespoons vegetable oil"", ""14 cup bamboo shoot, shredded (canned)"", ""2 teaspoons chili paste"", ""12 teaspoon sugar"", ""1 14 cups chicken broth"", ""1 tablespoon soy sauce (light or dark)""]","[""NOTE:."", ""1 teaspoon finely chopped dried chili pepper mixed with 1 tablespoon soy sauce can be substituted for the chili paste."", ""Soak mushrooms in warm water until soft, about 30 minutes; drain."", ""Rinse in warm water; drain."", ""Remove and discard stems; shred caps."", ""Trim fat from beef; shred beef."", ""Toss beef, 1 tablespoon vegetable oil, 1 teaspoon cornstarch, 1/2 teaspoon soy sauce and the white pepper in glass or plastic bowl."", ""Cover and refrigerate 20 minutes."", ""Soak noodles in cold water 5 minutes; drain."", ""Rinse bean sprouts in cold water; drain."", ""Remove strings from pea pods."", ""Place pea pods in boiling water."", ""Cover and cook 1 minute; drain."", ""Immediately rinse under running cold water; drain."", ""Cut pea pods lengthwise into 1/4-inch strips."", ""Cut green onions into 2-inch pieces."", ""Heat wok until 1 or 2 drops of water bubble and skitter when sprinkled in wok."", ""Add 3 tablespoons vegetable oil; rotate wok to coat side."", ""Add beef, gingerroot and garlic; stir-fry until beef is brown, about 3 minutes."", ""Remove beef from wok."", ""Add 2 tablespoons oil; rotate wok."", ""Add mushrooms, sprouts, bamboo shoots, chili paste and sugar; stir-fry 1 minute."", ""Stir in noodles, broth and soy sauce; heat to boiling."", ""Cook and stir until noodles are tender, about 2 minutes."", ""Stir in beef and pea pods; heat to boiling."", ""Garnish with onions.""]","[""sugar"", ""soy sauce"", ""beef sirloin"", ""noodles"", ""green onions"", ""bamboo shoot"", ""gingerroot"", ""white pepper"", ""pods"", ""chili paste"", ""black mushrooms"", ""cornstarch"", ""chicken broth"", ""bean sprouts"", ""garlic"", ""vegetable oil""]"
1228,Pecan Sandies,"[""1 c. butter or margarine"", ""1/3 c. sugar"", ""2 tsp. vanilla extract"", ""2 1/2 c. all-purpose flour"", ""1 c. pecans (finely chopped)"", ""1/3 c. powdered sugar""]","[""Preheat oven to 325\u00b0."", ""Cream butter or margarine, sugar, and vanilla for 3-4 minutes."", ""Stir in flour and pecans just until blended."", ""Roll into 1 inch balls."", ""Bake on ungreased baking sheet for 20 minutes or until lightly brown around edges."", ""Let cool and sprinkle on powdered sugar.""]","[""sugar"", ""vanilla extract"", ""powdered sugar"", ""pecans"", ""flour"", ""butter""]"
1229,Mandarin Orange Fruit Salad,"[""1 can chunky fruit cocktail, drained"", ""1 can mandarin oranges, drained"", ""bananas"", ""strawberries"", ""1 can peach pie filling""]","[""Combine all fruits and chill."", ""This makes a large fruit salad.""]","[""chunky fruit cocktail"", ""bananas"", ""strawberries"", ""peach pie filling"", ""mandarin oranges""]"
1230,Breakfast in a Cup,"[""6 slices bread"", ""6 eggs"", ""6 slices cheese"", ""6 slices ham"", ""margarine or butter"", ""black pepper""]","[""Preheat oven to 350 degrees."", ""Use a rolling pin to flatten 6 slices of bread."", ""Trim the crusts from the bread and butter them on both sides."", ""If you're making 6 in a 12 cup pan, space them out to ensure they cook evenly."", ""Use your fingers to mold each bread slice to your pan."", ""Make sure the bread is tightly packed in to each cup."", ""Place your bread cups in a 350 degree oven for approximately 10 minutes or until the bread is slightly toasted."", ""In to each toasted cup, place 1 slice of ham and one slice of cheese."", ""Crack an egg into each cup and sprinkle black pepper on top."", ""Place the breakfast cups back in your 350 degree oven for approximately 25 minutes or until the eggs are set."", ""Gently remove each cup from the muffin tin and serve.""]","[""bread"", ""black pepper"", ""eggs"", ""ham"", ""margarine"", ""cheese""]"
1231,Fried Chorizo With Tomatoes And Corn,"[""1 tablespoon oil"", ""2 chorizo sausages sliced"", ""13 1/2 ounces diced tomatoes"", ""10 ounces corn kernels drained"", ""1 clove garlic minced"", ""1 red chili small, finely chopped"", ""1/4 teaspoon cayenne pepper"", ""2 tablespoons fresh parsley chopped"", ""8 slices toast""]","[""Heat oil in a large frying pan over high heat. Saute chorizo for 1 min. Add tomatoes, corn, garlic, chili and cayenne. Cook, stirring, for 1-2 mins, until heated through. Season. Add parsley then distribute over toast. Serve.""]","[""red chili small"", ""oil"", ""corn"", ""tomatoes"", ""cayenne pepper"", ""parsley"", ""garlic""]"
1232,Chicken Meatloaf,"[""2 lbs ground chicken"", ""1 (6 ounce) box Stove Top stuffing mix (any flavour)"", ""1/2 cup parmesan cheese"", ""2 cups diced onions"", ""2 eggs"", ""1 tablespoon ketchup"", ""2 tablespoons barbecue sauce""]","[""Mix all ingredients in a bowl."", ""pour into large loaf pan."", ""Bake in preheated oven 350\u00b0F for 1 hour."", ""Let stand 15 minutes before slicing.""]","[""eggs"", ""parmesan cheese"", ""onions"", ""barbecue sauce"", ""ketchup"", ""ground chicken""]"
1233,Cream Cheese Frosting,"[""1 (3 oz.) pkg. cream cheese"", ""1/4 c. butter or margarine"", ""1 tsp. vanilla"", ""2 c. sifted powdered sugar""]","[""In a mixer bowl beat together cream cheese, butter or margarine and vanilla until light and fluffy."", ""Gradually add powdered sugar, beating until smooth."", ""Spread over cooled cake. Sprinkle with nuts, if desired.""]","[""vanilla"", ""powdered sugar"", ""butter"", ""cream cheese""]"
1234,Zucchini Pie,"[""1 c. cooked zucchini"", ""1 c. sugar"", ""1 egg"", ""1 can Milnot"", ""2 1/2 Tbsp. flour"", ""1/2 tsp. vanilla"", ""Dash of salt"", ""Butter (walnut sized)""]","[""Put all ingredients in blender for one minute."", ""Place in raw pie shell."", ""Sprinkle cinnamon on top."", ""Bake like a custard pie, about 1 1/2 hours at 350\u00b0.""]","[""egg"", ""sugar"", ""vanilla"", ""flour"", ""butter"", ""zucchini"", ""salt""]"
1235,Pea Salad,"[""1 can peas, chilled and drained"", ""1 c. celery, diced"", ""1 tsp. onion, grated"", ""1/2 c. sweet pickles, chopped"", ""1/4 lb. cheese, diced"", ""1/2 c. mayonnaise"", ""2 Tbsp. pimiento"", ""salt and pepper to taste""]","[""Combine all ingredients; toss lightly."", ""Serve on salad greens. Makes 6 servings.""]","[""peas"", ""pimiento"", ""onion"", ""celery"", ""cheese"", ""mayonnaise"", ""sweet pickles"", ""salt""]"
